# /home/yihan/monitor/analysis 25246 -u20 -U150 -p8 -y85 -Y93 -GP -d 3.9 -q 0.864576 
# Crop window: [0, 511; 85, 93] Normalization: 0.901943		a * exp (-((x - x0)/b)^2) + c	PPCI
#filename              param    radius     sigma   contast         N    Ttherm         a         x0          b          c     radial      scatt       CoM     Width    Median  MedWidth
# 25246          8.645760e-01 4.000e+01 1.933e+03 2.141e+01 -8.008e+05 2.897e-10 1.718e+02  4.320e+02  5.000e+00  0.000e+00  9.121e+00  3.698e-02 2.511e+02 1.573e+02 5.000e-01 0.000e+00
# error                     0 3.456e+02         0         0 1.781e+04 1.000e-03  1.718e+01  4.320e+01  1.000e-03          0         0 2.358e+01
# 
# z    intNum       Fit     Error       Res
3.590e+02 -2.793e+03  3.552e-91  2.640e+02 -2.793e+03
3.600e+02 -2.690e+03  1.177e-88  2.578e+02 -2.690e+03
3.610e+02 -8.142e+02  3.602e-86  2.354e+02 -8.142e+02
3.620e+02 -2.057e+03  1.017e-83  2.473e+02 -2.057e+03
3.630e+02 -2.950e+03  2.653e-81  2.622e+02 -2.950e+03
3.640e+02 -2.914e+03  6.385e-79  2.593e+02 -2.914e+03
3.650e+02 -2.226e+03  1.419e-76  2.573e+02 -2.226e+03
3.660e+02 -2.912e+03  2.909e-74  2.700e+02 -2.912e+03
3.670e+02 -1.067e+03  5.508e-72  2.434e+02 -1.067e+03
3.680e+02 -1.099e+03  9.627e-70  2.376e+02 -1.099e+03
3.690e+02 -1.421e+03  1.553e-67  2.410e+02 -1.421e+03
3.700e+02 -1.135e+03  2.313e-65  2.387e+02 -1.135e+03
3.710e+02 -3.373e+02  3.180e-63  2.352e+02 -3.373e+02
3.720e+02 -2.198e+03  4.036e-61  2.530e+02 -2.198e+03
3.730e+02 -2.579e+03  4.728e-59  2.553e+02 -2.579e+03
3.740e+02 -2.499e+03  5.113e-57  2.605e+02 -2.499e+03
3.750e+02 -2.502e+03  5.104e-55  2.606e+02 -2.502e+03
3.760e+02 -1.102e+03  4.704e-53  2.458e+02 -1.102e+03
3.770e+02 -1.885e+03  4.002e-51  2.537e+02 -1.885e+03
3.780e+02 -2.820e+03  3.143e-49  2.566e+02 -2.820e+03
3.790e+02 -3.037e+03  2.278e-47  2.609e+02 -3.037e+03
3.800e+02 -2.626e+03  1.524e-45  2.601e+02 -2.626e+03
3.810e+02 -2.284e+03  9.417e-44  2.549e+02 -2.284e+03
3.820e+02 -6.277e+02  5.370e-42  2.430e+02 -6.277e+02
3.830e+02 -1.373e+03  2.827e-40  2.535e+02 -1.373e+03
3.840e+02 -2.488e+03  1.374e-38  2.656e+02 -2.488e+03
3.850e+02 -3.184e+02  6.162e-37  2.541e+02 -3.184e+02
3.860e+02 -6.355e+02  2.551e-35  2.581e+02 -6.355e+02
3.870e+02 -3.972e+02  9.753e-34  2.658e+02 -3.972e+02
3.880e+02 -3.342e+02  3.441e-32  2.690e+02 -3.342e+02
3.890e+02 -8.000e+02  1.121e-30  2.747e+02 -8.000e+02
3.900e+02 -2.014e+02  3.370e-29  2.759e+02 -2.014e+02
3.910e+02 -1.343e+03  9.355e-28  2.833e+02 -1.343e+03
3.920e+02 -2.955e+02  2.397e-26  2.803e+02 -2.955e+02
3.930e+02 -1.584e+03  5.670e-25  2.886e+02 -1.584e+03
3.940e+02 -1.595e+03  1.238e-23  2.944e+02 -1.595e+03
3.950e+02 -1.172e+03  2.495e-22  3.070e+02 -1.172e+03
3.960e+02  1.076e+02  4.642e-21  2.939e+02  1.076e+02
3.970e+02 -1.014e+03  7.974e-20  2.908e+02 -1.014e+03
3.980e+02 -3.891e+02  1.264e-18  2.816e+02 -3.891e+02
3.990e+02 -2.562e+03  1.850e-17  3.007e+02 -2.562e+03
4.000e+02 -2.375e+03  2.500e-16  3.128e+02 -2.375e+03
4.010e+02 -1.083e+03  3.118e-15  2.991e+02 -1.083e+03
4.020e+02 -1.560e+03  3.590e-14  2.966e+02 -1.560e+03
4.030e+02 -1.690e+03  3.815e-13  2.860e+02 -1.690e+03
4.040e+02 -3.221e+03  3.743e-12  3.069e+02 -3.221e+03
4.050e+02 -8.598e+02  3.390e-11  2.893e+02 -8.598e+02
4.060e+02  4.709e+02  2.834e-10  3.089e+02  4.709e+02
4.070e+02  3.363e+02  2.187e-09  2.881e+02  3.363e+02
4.080e+02 -1.988e+03  1.558e-08  2.947e+02 -1.988e+03
4.090e+02 -2.397e+03  1.025e-07  2.998e+02 -2.397e+03
4.100e+02 -1.991e+03  6.220e-07  2.950e+02 -1.991e+03
4.110e+02 -7.357e+02  3.486e-06  2.841e+02 -7.357e+02
4.120e+02 -6.904e+01  1.803e-05  2.927e+02 -6.904e+01
4.130e+02 -1.917e+03  8.611e-05  3.266e+02 -1.917e+03
4.140e+02 -3.118e+03  3.796e-04  3.308e+02 -3.118e+03
4.150e+02 -2.544e+03  1.545e-03  3.370e+02 -2.544e+03
4.160e+02 -1.203e+03  5.802e-03  3.185e+02 -1.203e+03
4.170e+02  2.613e+02  2.012e-02  3.170e+02  2.613e+02
4.180e+02 -2.417e+03  6.441e-02  3.341e+02 -2.417e+03
4.190e+02 -2.432e+03  1.903e-01  3.278e+02 -2.432e+03
4.200e+02 -3.231e+03  5.191e-01  3.453e+02 -3.231e+03
4.210e+02 -1.099e+03  1.307e+00  3.171e+02 -1.100e+03
4.220e+02 -1.957e+02  3.039e+00  3.209e+02 -1.988e+02
4.230e+02 -2.128e+03  6.520e+00  3.434e+02 -2.134e+03
4.240e+02 -2.896e+03  1.291e+01  3.494e+02 -2.909e+03
4.250e+02 -3.617e+03  2.361e+01  3.564e+02 -3.641e+03
4.260e+02 -9.768e+02  3.986e+01  3.378e+02 -1.017e+03
4.270e+02 -2.204e+03  6.210e+01  3.442e+02 -2.266e+03
4.280e+02 -2.677e+03  8.932e+01  3.471e+02 -2.767e+03
4.290e+02 -2.635e+03  1.186e+02  3.370e+02 -2.753e+03
4.300e+02 -9.236e+02  1.454e+02  3.140e+02 -1.069e+03
4.310e+02 -2.049e+03  1.645e+02  3.365e+02 -2.213e+03
4.320e+02  1.632e+02  1.718e+02  3.109e+02 -8.539e+00
4.330e+02 -8.056e+02  1.656e+02  3.414e+02 -9.712e+02
4.340e+02 -2.999e+03  1.474e+02  3.511e+02 -3.146e+03
4.350e+02 -3.678e+03  1.211e+02  3.503e+02 -3.799e+03
4.360e+02 -2.000e+03  9.184e+01  3.318e+02 -2.092e+03
4.370e+02 -9.150e+02  6.430e+01  3.271e+02 -9.793e+02
4.380e+02 -3.457e+03  4.156e+01  3.523e+02 -3.499e+03
4.390e+02 -2.489e+03  2.479e+01  3.604e+02 -2.514e+03
4.400e+02 -1.852e+03  1.365e+01  3.335e+02 -1.866e+03
4.410e+02 -2.918e+03  6.941e+00  3.359e+02 -2.925e+03
4.420e+02 -1.870e+03  3.257e+00  3.297e+02 -1.873e+03
4.430e+02  1.762e+02  1.411e+00  3.142e+02  1.748e+02
4.440e+02 -2.418e+03  5.643e-01  3.306e+02 -2.419e+03
4.450e+02 -2.243e+03  2.083e-01  3.255e+02 -2.243e+03
4.460e+02 -2.633e+03  7.100e-02  3.354e+02 -2.633e+03
4.470e+02 -5.995e+02  2.233e-02  3.364e+02 -5.995e+02
4.480e+02 -8.863e+02  6.486e-03  3.351e+02 -8.863e+02
4.490e+02 -2.094e+03  1.739e-03  3.556e+02 -2.094e+03
4.500e+02 -4.105e+03  4.302e-04  3.828e+02 -4.105e+03
4.510e+02 -3.709e+03  9.828e-05  3.832e+02 -3.709e+03
4.520e+02 -4.077e+03  2.072e-05  3.818e+02 -4.077e+03
4.530e+02 -1.104e+03  4.034e-06  3.642e+02 -1.104e+03
4.540e+02 -5.476e+02  7.248e-07  3.536e+02 -5.476e+02
4.550e+02 -2.470e+03  1.202e-07  3.676e+02 -2.470e+03
4.560e+02 -1.637e+03  1.841e-08  3.388e+02 -1.637e+03
4.570e+02 -1.529e+03  2.602e-09  3.396e+02 -1.529e+03
4.580e+02 -1.625e+03  3.396e-10  3.425e+02 -1.625e+03
4.590e+02 -1.532e+03  4.090e-11  3.612e+02 -1.532e+03
4.600e+02 -2.538e+03  4.548e-12  3.737e+02 -2.538e+03
4.610e+02 -1.872e+03  4.668e-13  3.604e+02 -1.872e+03
4.620e+02 -3.346e+03  4.423e-14  3.752e+02 -3.346e+03
4.630e+02 -1.564e+02  3.868e-15  3.550e+02 -1.564e+02
4.640e+02  3.544e+02  3.123e-16  3.485e+02  3.544e+02
4.650e+02 -1.360e+03  2.328e-17  3.515e+02 -1.360e+03
4.660e+02 -3.945e+03  1.602e-18  3.895e+02 -3.945e+03
4.670e+02 -5.025e+03  1.017e-19  4.130e+02 -5.025e+03
4.680e+02 -4.081e+03  5.964e-21  4.180e+02 -4.081e+03
4.690e+02 -1.728e+03  3.228e-22  4.114e+02 -1.728e+03
4.700e+02  2.144e+03  1.613e-23  4.014e+02  2.144e+03
4.710e+02  2.528e+03  7.437e-25  4.226e+02  2.528e+03
4.720e+02 -1.203e+03  3.166e-26  4.180e+02 -1.203e+03
4.730e+02 -3.361e+03  1.244e-27  4.351e+02 -3.361e+03
4.740e+02 -2.565e+03  4.514e-29  4.368e+02 -2.565e+03
4.750e+02  2.928e+01  1.512e-30  4.067e+02  2.928e+01
4.760e+02 -9.593e+02  4.674e-32  4.103e+02 -9.593e+02
4.770e+02 -5.887e+02  1.334e-33  4.245e+02 -5.887e+02
4.780e+02 -2.265e+03  3.514e-35  4.063e+02 -2.265e+03
4.790e+02 -2.793e+03  8.545e-37  4.093e+02 -2.793e+03
4.800e+02 -1.059e+03  1.918e-38  4.023e+02 -1.059e+03
4.810e+02 -1.312e+03  3.975e-40  4.125e+02 -1.312e+03
4.820e+02 -2.080e+03  7.604e-42  4.101e+02 -2.080e+03
4.830e+02 -2.369e+03  1.343e-43  4.020e+02 -2.369e+03
4.840e+02 -4.083e+03  2.189e-45  4.388e+02 -4.083e+03
4.850e+02  8.758e+01  3.294e-47  4.084e+02  8.758e+01
4.860e+02 -1.226e+02  4.575e-49  4.229e+02 -1.226e+02
4.870e+02 -1.126e+03  5.867e-51  4.162e+02 -1.126e+03
4.880e+02 -2.468e+03  6.945e-53  4.711e+02 -2.468e+03
4.890e+02 -4.022e+03  7.588e-55  4.796e+02 -4.022e+03
4.900e+02 -1.944e+03  7.654e-57  4.525e+02 -1.944e+03
4.910e+02 -1.297e+03  7.127e-59  4.387e+02 -1.297e+03
4.920e+02  7.584e+02  6.126e-61  4.356e+02  7.584e+02
4.930e+02 -1.351e+03  4.861e-63  4.417e+02 -1.351e+03
4.940e+02 -4.011e+03  3.560e-65  4.826e+02 -4.011e+03
4.950e+02 -4.242e+03  2.407e-67  5.018e+02 -4.242e+03
4.960e+02 -3.629e+03  1.503e-69  4.846e+02 -3.629e+03
4.970e+02 -8.725e+02  8.657e-72  4.507e+02 -8.725e+02
4.980e+02  1.980e+03  4.604e-74  4.530e+02  1.980e+03
4.990e+02  9.071e+02  2.261e-76  4.613e+02  9.071e+02
5.000e+02 -3.730e+03  1.025e-78  5.256e+02 -3.730e+03
5.010e+02 -3.774e+03  4.287e-81  5.087e+02 -3.774e+03
5.020e+02 -2.246e+03  1.656e-83  5.130e+02 -2.246e+03
5.030e+02 -2.925e+02  5.903e-86  4.892e+02 -2.925e+02
5.040e+02  5.836e+02  1.943e-88  4.741e+02  5.836e+02
5.050e+02 -6.291e+02  5.902e-91  4.704e+02 -6.291e+02
5.060e+02 -3.840e+03  1.655e-93  5.026e+02 -3.840e+03
5.070e+02 -3.010e+03  4.285e-96  4.746e+02 -3.010e+03
5.080e+02 -1.626e+03  1.024e-98  4.653e+02 -1.626e+03
5.090e+02  1.379e+03 2.259e-101  4.672e+02  1.379e+03
5.100e+02  1.081e+03 4.601e-104  4.440e+02  1.081e+03
5.110e+02 -1.453e+03 8.650e-107  4.572e+02 -1.453e+03
